Tanggal;Jenis Produk;Jumlah Order;Harga;Total
06/05/2023;Ivory250;1000;2500;2500000
06/05/2023;CraftFoodpak290;1000;1700;1700000
06/05/2023;FoodpakMatte245;5000;1500;7500000
06/05/2023;Ivory230;2000;1350;2700000
08/05/2023;FoodpakGlossy320;1000;2600;2600000
08/05/2023;FoodpakMatte245;1000;1800;1800000
09/05/2023;Kinstruk150;1000;1000;1000000
09/05/2023;GreaseProof;3000;700;2100000
10/05/2023;Ivory350;10000;950;9500000
11/05/2023;Dupleks350;1000;3000;3000000
12/05/2023;Foodpak260Matte;3000;1200;3600000
12/05/2023;Dupleks310;1000;1500;1500000
12/05/2023;GreaseProof;1000;300;300000
13/05/2023;GreaseProof;3500;250;875000
13/05/2023;Ivory230;1000;1400;1400000
13/05/2023;Ivory230;1000;1200;1200000
15/05/2023;Ivory230;1000;1700;1700000
16/05/2023;Dupleks310;1000;1700;1700000
17/05/2023;FoodpakMatte245;1000;850;850000
17/05/2023;Ivory350;1000;2700;2700000
17/05/2023;CraftLaminasi290;4000;1500;6000000
18/05/2023;Dupleks310;1000;2000;2000000
19/05/2023;CraftLaminasi290;2000;900;1800000
20/05/2023;CraftBiasa310;1000;1700;1700000
20/05/2023;Ivory230;2000;1450;2900000
20/05/2023;Dupleks310;2000;1000;2000000
22/05/2023;Kinstruk150;1000;1000;1000000
22/05/2023;Ivory250;1000;1600;1600000
22/05/2023;GreaseProof;3500;500;1750000
22/05/2023;Ivory350;6000;900;5400000
22/05/2023;Ivory350;4000;900;3600000
22/05/2023;Ivory230;1000;1300;1300000
23/05/2023;Ivory250;2000;1400;2800000
23/05/2023;Dupleks310;3000;1700;5100000
24/05/2023;Ivory250;2000;1000;2000000
25/05/2023;Ivory350;10000;900;9000000
25/05/2023;Ivory230;1000;1600;1600000
25/05/2023;Ivory230;1000;1600;1600000
25/05/2023;GreaseProof;1000;300;300000
26/05/2023;Dupleks310;1000;1800;1800000
26/05/2023;FoodpakMatte245;6000;1100;6600000
26/05/2023;GreaseProof;1000;300;300000
27/05/2023;Ivory270;1000;2200;2200000
28/05/2023;CraftLaminasi290;3000;800;2400000
28/05/2023;CraftFoodpak290;2000;875;1750000
28/05/2023;Ivory230;1000;1700;1700000
29/05/2023;Dupleks350;1000;3800;3800000
29/05/2023;Dupleks270;1000;1900;1900000
29/05/2023;GreaseProof;1000;300;300000
31/05/2023;Dupleks350;2000;1500;3000000
31/05/2023;FoodpakMatte245;3000;1500;4500000
31/05/2023;Ivory230;2000;1350;2700000
31/05/2023;FoodpakMatte;1000;2200;2200000
31/05/2023;FoodpakMatte;1000;1500;1500000
01/06/2023;Ivory230;3500;1200;4200000
01/06/2023;Ivory230;1000;945;945000
03/06/2023;Craft310;1000;2000;2000000
03/06/2023;FoodpakMatte245;1000;1200;1200000
03/06/2023;Foodpak260Matte;3000;1000;3000000
03/06/2023;CraftLaminasi290;2000;1600;3200000
05/06/2023;GreaseProof;1000;400;400000
06/06/2023;Ivory230;1000;1300;1300000
06/06/2023;Dupleks310;1000;1700;1700000
07/06/2023;Ivory250;1000;1700;1700000
07/06/2023;Dupleks350;2000;1600;3200000
08/06/2023;Ivory350;6000;900;5400000
08/06/2023;Ivory350;4000;900;3600000
08/06/2023;Foodpak260Matte;1000;2500;2500000
08/06/2023;FoodpakMatte295;1000;1900;1900000
08/06/2023;GreaseProof;3500;250;875000
10/06/2023;Ivory230;1000;950;950000
10/06/2023;Foodpak245;1000;1000;1000000
11/06/2023;Ivory230;1000;1800;1800000
11/06/2023;Dupleks310;1000;2200;2200000
12/06/2023;Ivory230;1000;1700;1700000
12/06/2023;StikerKertas;8;15000;120000
12/06/2023;StikerKertas;20;15000;300000
13/06/2023;Dupleks310;1000;1600;1600000
14/06/2023;Ivory245Matte;1000;1800;1800000
14/06/2023;Dupleks400;1000;2500;2500000
15/06/2023;Unbleached;1000;1000;1000000
15/06/2023;Ivory270;500;2400;1200000
15/06/2023;Ivory270;500;2400;1200000
15/06/2023;Ivory270;500;2400;1200000
15/06/2023;CraftLaminasi290;2000;800;1600000
15/06/2023;CraftLaminasi290;1500;875;1312500
15/06/2023;CraftLaminasi290;1500;850;1275000
15/06/2023;CraftLaminasi290;1000;950;950000
15/06/2023;Foodpak245;1000;1500;1500000
15/06/2023;Dupleks310;2000;1600;3200000
15/06/2023;Dupleks310P;1000;1450;1450000
15/06/2023;Dupleks310;3500;1100;3850000
16/06/2023;Dupleks310;1000;1700;1700000
16/06/2023;SISAKERTAS;1000;1200;1200000
16/06/2023;Ivory350;8000;900;7200000
16/06/2023;Ivory350;2000;900;1800000
16/06/2023;FoodpakMatte245;2000;1500;3000000
17/06/2023;Dupleks310;1000;1700;1700000
17/06/2023;Ivory230;1000;945;945000
18/06/2023;GreaseProof;1000;300;300000
18/06/2023;Ivory230;5000;800;4000000
19/06/2023;GreaseProof;1000;300;300000
19/06/2023;Dupleks310;1500;1700;2550000
21/06/2023;CraftLaminasi290;4000;1500;6000000
22/06/2023;Dupleks310;1000;1400;1400000
22/06/2023;GreaseProof;1000;300;300000
23/06/2023;FoodpakMatte245;2000;1000;2000000
26/06/2023;FoodpakMatte245;1000;1500;1500000
26/06/2023;FoodpakMatte245;3000;1500;4500000
26/06/2023;Ivory230;2000;1350;2700000
26/06/2023;HVS;20000;250;5000000
26/06/2023;Craft310;3000;1400;4200000
01/07/2023;FoodpakGlossy320;2000;4300;8600000
01/07/2023;FoodpakGlossy320;2000;2500;5000000
03/07/2023;Ivory270;2000;700;1400000
03/07/2023;Ivory270;2000;1900;3800000
03/07/2023;Ivory270;1000;2900;2900000
03/07/2023;Dupleks310;1000;2000;2000000
03/07/2023;Dupleks310;1000;1200;1200000
03/07/2023;Dupleks310;1000;2250;2250000
03/07/2023;Dupleks350;1000;2250;2250000
03/07/2023;GreaseProof40;2000;250;500000
03/07/2023;Dupleks310;1000;2000;2000000
03/07/2023;Dupleks350;2000;1975;3950000
03/07/2023;Dupleks310;1000;2000;2000000
03/07/2023;Ivory250;1000;1700;1700000
04/07/2023;Ivory300;1000;1500;1500000
04/07/2023;Dupleks310;1000;2100;2100000
04/07/2023;Ivory230;3500;800;2800000
05/07/2023;Ivory230;2000;1300;2600000
05/07/2023;GreaseProof;1000;400;400000
05/07/2023;Foodpak260Matte;3000;1200;3600000
05/07/2023;Ivory270;1000;2000;2000000
05/07/2023;Dupleks350;2000;1800;3600000
05/07/2023;CraftLaminasi290;2000;900;1800000
07/07/2023;Dupleks310;2000;2200;4400000
07/07/2023;Dupleks310;1000;1450;1450000
07/07/2023;Ivory230;1000;1200;1200000
07/07/2023;Ivory230;1000;950;950000
07/07/2023;Kinstruk150;1000;1000;1000000
08/07/2023;CraftLaminasi290;3000;800;2400000
08/07/2023;CraftLaminasi290;2000;875;1750000
08/07/2023;GreaseProof;3500;250;875000
09/07/2023;GreaseProof;1000;300;300000
10/07/2023;Dupleks270;3000;1800;5400000
11/07/2023;Dupleks270;3000;1400;4200000
11/07/2023;Dupleks310;1000;2200;2200000
12/07/2023;Ivory270;1000;1300;1300000
12/07/2023;Dupleks350;2000;1600;3200000
12/07/2023;CraftBiasa310;1000;1700;1700000
12/07/2023;Ivory230;1000;1200;1200000
12/07/2023;Dupleks350;2000;1500;3000000
13/07/2023;Dupleks310;2000;1900;3800000
13/07/2023;GreaseProof;1000;300;300000
14/07/2023;Craft310;1000;1200;1200000
14/07/2023;KertasStiker;6;15000;90000
14/07/2023;Foodpak260;1000;1700;1700000
14/07/2023;Ivory230GC;1000;1700;1700000
15/07/2023;FoodpakMatte245;3000;1500;4500000
15/07/2023;Ivory230;1000;1350;1350000
16/07/2023;Ivory230;1000;1500;1500000
16/07/2023;Dupleks270Laminating;1000;2000;2000000
16/07/2023;CraftLaminasi290;5000;1500;7500000
17/07/2023;Ivory230;1000;1600;1600000
17/07/2023;Ivory230;1000;1600;1600000
17/07/2023;Kinstruk250;1000;1200;1200000
17/07/2023;KertasStiker;5;15000;75000
18/07/2023;GreaseProof;1000;300;300000
19/07/2023;HVSHIJAU;20000;250;5000000
19/07/2023;Craft270;1000;1400;1400000
19/07/2023;Foodpak245;1000;1500;1500000
20/07/2023;CraftLaminasi;500;1700;850000
20/07/2023;CraftLaminasi;1000;1400;1400000
20/07/2023;Dupleks310;1000;1900;1900000
20/07/2023;PaperCup8Oz;1000;1850;1850000
20/07/2023;Ivory250;1000;1500;1500000
20/07/2023;Ivory250;1000;1100;1100000
20/07/2023;Ivory250;2000;1400;2800000
20/07/2023;CraftLaminasi8;1000;1200;1200000
20/07/2023;GreaseProof;1000;300;300000
21/07/2023;Ivory230;1000;1700;1700000
21/07/2023;Ivory250;1000;1900;1900000
21/07/2023;FoodpakMatte295;1000;3500;3500000
22/07/2023;Ivory250;2000;700;1400000
22/07/2023;Ivory245Matte;1000;1800;1800000
23/07/2023;CraftLaminasi290;1000;950;950000
24/07/2023;Dupleks310;2000;1900;3800000
25/07/2023;Ivory230;1000;1500;1500000
25/07/2023;Ivory300;2000;1350;2700000
25/07/2023;Craft290Foodpak;1000;1200;1200000
25/07/2023;Foodpak260Glossy;5000;1450;7250000
26/07/2023;Ivory300;1000;3200;3200000
27/07/2023;GreaseProof;3500;250;875000
27/07/2023;Dupleks350;2000;1500;3000000
27/07/2023;Foodpak260Matte;3000;1000;3000000
27/07/2023;Foodpak245;1000;1000;1000000
27/07/2023;Ivory230+LaminasiDoff;1000;1100;1100000
27/07/2023;GreaseProof;1000;450;450000
27/07/2023;FoodpakMatte245;2000;1000;2000000
29/07/2023;Ivory250;2000;1700;3400000
30/07/2023;Dupleks310;2000;1700;3400000
31/07/2023;FoodpakMatte245;3000;1500;4500000
31/07/2023;Ivory230;1000;1350;1350000
31/07/2023;Dupleks350;1000;3000;3000000
31/07/2023;Ivory270;1100;1300;1430000
31/07/2023;Cupstock;1000;2800;2800000
01/08/2023;Ivory230;1000;1400;1400000
01/08/2023;Craft290Laminasi;1000;1200;1200000
02/08/2023;Ivory350;8000;900;7200000
02/08/2023;Ivory350;4000;900;3600000
02/08/2023;Ivory230;3500;800;2800000
02/08/2023;Dupleks350;2000;2000;4000000
02/08/2023;Dupleks310;1000;1700;1700000
03/08/2023;Ivory230;2000;950;1900000
03/08/2023;Ivory230;1000;1400;1400000
04/08/2023;Ivory210;1000;1200;1200000
04/08/2023;Ivory270;1000;5000;5000000
05/08/2023;Dupleks310;3500;1300;4550000
05/08/2023;Ivory250;1000;500;500000
05/08/2023;Craft270;1000;1350;1350000
05/08/2023;CraftFoodpak290;2000;1700;3400000
07/08/2023;Dupleks270;1000;1900;1900000
07/08/2023;FoodpakMatte245;2000;1000;2000000
07/08/2023;Ivory270;4000;700;2800000
07/08/2023;GreaseProof;3500;250;875000
07/08/2023;Dupleks270;4000;1800;7200000
07/08/2023;Dupleks270;4000;1400;5600000
07/08/2023;FoodpakMatte245;6000;1100;6600000
08/08/2023;CraftFoodpak290;500;2500;1250000
09/08/2023;FoodpakMatte245;1000;1500;1500000
09/08/2023;CraftLaminasi290;3000;800;2400000
09/08/2023;CraftLaminasi290;2000;875;1750000
09/08/2023;GreaseProof;1000;300;300000
09/08/2023;CraftLaminasi290;1000;1400;1400000
09/08/2023;Dupleks310;1000;1800;1800000
10/08/2023;Dupleks310;1000;2300;2300000
10/08/2023;Dupleks310;2000;1900;3800000
11/08/2023;Dupleks310;1000;2500;2500000
11/08/2023;Dupleks310;1000;1500;1500000
11/08/2023;Dupleks310;1000;1400;1400000
13/08/2023;Ivory;450;1700;765000
13/08/2023;Foodpak260Matte;3000;1200;3600000
13/08/2023;CraftLaminasi290;2000;1600;3200000
13/08/2023;Dupleks350;2000;1975;3950000
13/08/2023;Ivory270;1000;2250;2250000
13/08/2023;Ivory270;1000;1800;1800000
13/08/2023;Ivory270;1000;1800;1800000
14/08/2023;Ivory230;1000;945;945000
16/08/2023;Dupleks310;1000;2000;2000000
16/08/2023;Dupleks270;1000;2000;2000000
16/08/2023;Craft290;1000;1100;1100000
16/08/2023;Ivory230;1000;950;950000
17/08/2023;Ivory230;3500;1100;3850000
18/08/2023;Ivory250;1000;1700;1700000
19/08/2023;Dupleks270;1000;1900;1900000
20/08/2023;FoodpakMatte245;4000;1500;6000000
20/08/2023;Ivory230;1000;1350;1350000
20/08/2023;Dupleks310;2000;1450;2900000
20/08/2023;Dupleks350;2000;1500;3000000
20/08/2023;Dupleks310;2000;1900;3800000
20/08/2023;Dupleks350;2000;1800;3600000
20/08/2023;Ivory270;1000;2250;2250000
20/08/2023;HVS;5000;300;1500000
21/08/2023;Dupleks310;1000;1850;1850000
21/08/2023;CraftLaminasi290;3000;1000;3000000
21/08/2023;Ivory270;1000;2500;2500000
21/08/2023;Ivory270;1000;2700;2700000
21/08/2023;Dupleks310;2000;1700;3400000
21/08/2023;Foodpak245;2000;1500;3000000
22/08/2023;KertasStikerA3;200;500;100000
23/08/2023;Ivory300;1000;1800;1800000
23/08/2023;Ivory300;1000;1700;1700000
24/08/2023;Dupleks310;2000;1700;3400000
24/08/2023;Dupleks310;3500;1700;5950000
24/08/2023;Dupleks310;3500;1700;5950000
24/08/2023;CraftLaminasi290;6000;950;5700000
24/08/2023;HVS;20000;250;5000000
24/08/2023;Ivory300;1000;4200;4200000
24/08/2023;Ivory300;500;6550;3275000
24/08/2023;Ivory300;500;6550;3275000
24/08/2023;Ivory300;500;5500;2750000
27/08/2023;CraftLaminasi290;1000;1350;1350000
27/08/2023;Dupleks310;1000;2000;2000000
27/08/2023;FoodpakMatte245;1000;1500;1500000
28/08/2023;Dupleks310;2000;1450;2900000
28/08/2023;CraftLaminasi290;2000;900;1800000
28/08/2023;CraftLaminasi290;1500;800;1200000
28/08/2023;CraftLaminasi290;1500;875;1312500
28/08/2023;CraftLaminasi290;1500;850;1275000
28/08/2023;Ivory230;1000;1700;1700000
28/08/2023;Ivory230;1000;2000;2000000
28/08/2023;Dupleks310;1000;1700;1700000
29/08/2023;Dupleks310;3000;1800;5400000
29/08/2023;Craf270;1000;2000;2000000
29/08/2023;Ivory230;1000;1000;1000000
29/08/2023;GreaseProof;5000;250;1250000
30/08/2023;Dupleks310IK;500;1500;750000
31/08/2023;Dupleks350IK;1500;1800;2700000
31/08/2023;Ivory300;1000;3400;3400000
31/08/2023;Ivory350;10000;900;9000000
31/08/2023;Ivory350;2000;900;1800000
31/08/2023;FoodpakMatte245;1000;1500;1500000
31/08/2023;GreaseProof;1000;400;400000
31/08/2023;Dupleks310P;1000;2250;2250000
31/08/2023;Dupleks350P;1000;2250;2250000
31/08/2023;Greseproof40;2000;250;500000
01/09/2023;Dupleks310;1000;1700;1700000
02/09/2023;Kinstruk250;2000;1150;2300000
02/09/2023;KertasStiker;5;15000;75000
03/09/2023;Ivory350;10000;900;9000000
03/09/2023;Ivory350;4000;900;3600000
03/09/2023;Ivory350;1000;2600;2600000
03/09/2023;CraftLaminasi290;4000;1500;6000000
05/09/2023;CraftLaminasi290;1000;1200;1200000
06/09/2023;GreaseProof;1000;300;300000
06/09/2023;Dupleks310;1000;1500;1500000
06/09/2023;GreaseProof;1000;300;300000
06/09/2023;CraftLaminasi290;1000;950;950000
07/09/2023;Dupleks310;2000;1600;3200000
08/09/2023;CraftLaminasi290;1000;950;950000
08/09/2023;Dupleks310;2000;1900;3800000
08/09/2023;Ivory250;1000;1900;1900000
08/09/2023;Foodpak245Matte;4000;1500;6000000
08/09/2023;Ivory230;1000;1350;1350000
08/09/2023;Dupleks310;1000;1900;1900000
09/09/2023;Ivory230;1000;1600;1600000
09/09/2023;Ivory230;1000;1700;1700000
09/09/2023;Ivory250;1000;1550;1550000
09/09/2023;Foodpak260Matte;4500;1000;4500000
09/09/2023;Dupleks310;1000;1400;1400000
12/09/2023;Dupleks310;1000;1700;1700000
12/09/2023;Dupleks310;1000;1500;1500000
12/09/2023;Dupleks310;1000;1700;1700000
13/09/2023;GreaseProof;1000;300;300000
13/09/2023;GreaseProof;1000;400;400000
13/09/2023;Ivory250;1000;1600;1600000
14/09/2023;Dupleks310;1000;2000;2000000
15/09/2023;Dupleks350;500;3000;1500000
16/09/2023;Foodpak245Matte;4000;1500;6000000
16/09/2023;Ivory230;1000;1350;1350000
16/09/2023;Ivory230;3500;800;2800000
17/09/2023;FoodpakMatte245;2000;1000;2000000
17/09/2023;Ivory230;1000;950;950000
17/09/2023;Foodpak245;1000;1000;1000000
19/09/2023;Dupleks350;500;2650;1325000
19/09/2023;Dupleks350;500;2600;1300000
19/09/2023;Dupleks350;500;2500;1250000
19/09/2023;Dupleks350;500;2500;1250000
19/09/2023;Dupleks310;1000;1900;1900000
19/09/2023;NCR;50;12000;600000
20/09/2023;Ivory230;1000;945;945000
20/09/2023;Ivory230;1000;945;945000
20/09/2023;Ivory250;1000;700;700000
20/09/2023;Dupleks350;2000;1600;3200000
20/09/2023;Dupleks270;5000;1400;7000000
21/09/2023;Ivory250;1000;1500;1500000
22/09/2023;Ivory250;1000;1700;1700000
22/09/2023;KertasStikerA3;5;15000;75000
22/09/2023;Greaseproof40gram;500;300;150000
22/09/2023;CraftLaminasi290;1500;800;1200000
23/09/2023;CraftLaminasi290;1500;875;1312500
24/09/2023;Dupleks310;1000;2150;2150000
25/09/2023;Ivory300;1000;2700;2700000
25/09/2023;GreaseProof;1000;300;300000
25/09/2023;CraftLaminasi290;1000;1400;1400000
26/09/2023;FoodpakMatte245;1000;600;600000
26/09/2023;FoodpakMatte245;1000;1100;1100000
26/09/2023;Dupleks310;1000;2750;2750000
27/09/2023;Ivory250;1000;2000;2000000
27/09/2023;GreaseProof;1000;400;400000
28/09/2023;Dupleks350;1000;2500;2500000
28/09/2023;Dupleks400;1000;2500;2500000
29/09/2023;Ivory250;2000;1400;2800000
30/09/2023;Dupleks350;2000;1800;3600000
30/09/2023;Dupleks310;1000;1900;1900000
30/09/2023;Ivory245Matte;1000;1800;1800000
01/10/2023;Dupleks310;2000;1300;2600000
01/10/2023;CraftLaminasi;1000;1500;1500000
01/10/2023;Ivory230;2000;945;1890000
02/10/2023;Foodpak260Matte;1000;2300;2300000
03/10/2023;Ivory230;1000;1700;1700000
04/10/2023;GreaseProof;1000;1000;1000000
05/10/2023;Dupleks350;2000;1975;3950000
05/10/2023;Ivory350;10000;900;9000000
05/10/2023;Ivory350;4000;900;3600000
05/10/2023;GreaseProof;1000;400;400000
06/10/2023;Foodpakmatte245;1000;1600;1600000
07/10/2023;Ivory300;1000;1550;1550000
08/10/2023;Dupleks310P;3000;1450;4350000
08/10/2023;Dupleks350;2000;1800;3600000
08/10/2023;CraftLaminasi290;3000;800;2400000
08/10/2023;CraftLaminasi290;1500;875;1312500
08/10/2023;Dupleks310;1000;1850;1850000
08/10/2023;CraftLaminasi290;2000;1000;2000000
08/10/2023;HVS;10000;275;2750000
09/10/2023;GreaseProof;1000;450;450000
09/10/2023;Ivory230;1000;1000;1000000
09/10/2023;CraftFoodpak290;1000;850;850000
09/10/2023;Ivory250;1000;1600;1600000
09/10/2023;CraftLaminasi290;4000;1500;6000000
10/10/2023;Ivory300;1000;1500;1500000
11/10/2023;Ivory230;1000;1800;1800000
12/10/2023;Ivory250;1000;1700;1700000
12/10/2023;FoodpakMatte245;1000;1500;1500000
12/10/2023;FoodpakMatte245;4000;1500;6000000
12/10/2023;Dupleks350;2500;1800;4500000
13/10/2023;GreaseProof32gram;1000;400;400000
14/10/2023;Ivory230;1000;1600;1600000
14/10/2023;Ivory230;1000;1600;1600000
14/10/2023;Dupleks310;1000;1700;1700000
14/10/2023;Ivory270;1000;1900;1900000
14/10/2023;FoodpakMatte245;500;1500;750000
14/10/2023;FoodpakMatte245;500;1300;650000
14/10/2023;BOWL800ML;1000;2800;2800000
14/10/2023;CraftLaminasi290;2000;900;1800000
15/10/2023;Craft310;3000;1400;4200000
16/10/2023;Dupleks350;2000;1500;3000000
17/10/2023;Unbleached;1000;1000;1000000
17/10/2023;Foodpak260Matte;3000;1200;3600000
17/10/2023;FoodpakMatte295;1000;1900;1900000
18/10/2023;FoodpakMatte245;2000;1000;2000000
18/10/2023;Dupleks310;1000;1800;1800000
19/10/2023;Ivory250;1000;700;700000
19/10/2023;Dupleks270;1000;1900;1900000
20/10/2023;Ivory230;1000;950;950000
20/10/2023;CraftLaminasi;1000;900;900000
20/10/2023;CraftLaminasi;1000;900;900000
20/10/2023;HVS;20000;250;5000000
20/10/2023;FoodpakMatte245;1000;2400;2400000
21/10/2023;Ivory300;1000;3000;3000000
21/10/2023;CraftLaminasi;1000;900;900000
21/10/2023;Dupleks310;1000;1450;1450000
23/10/2023;CraftLaminasi290;1000;1400;1400000
23/10/2023;Ivory250;1000;1550;1550000
23/10/2023;CraftLaminasi;1000;1700;1700000
23/10/2023;Dupleks310;1000;1700;1700000
24/10/2023;FoodpakMatte245;1000;1700;1700000
24/10/2023;Dupleks310;1000;1700;1700000
24/10/2023;CraftLaminasi8;1000;1200;1200000
25/10/2023;Unbleaching;1000;400;400000
25/10/2023;Dupleks310;1000;1700;1700000
25/10/2023;Ivory350;10000;900;9000000
25/10/2023;Ivory350;4000;900;3600000
25/10/2023;GreaseProof;1000;300;300000
26/10/2023;Ivory270;2000;1800;3600000
26/10/2023;Ivory270;1000;2100;2100000
27/10/2023;GreaseProof;1000;300;300000
28/10/2023;CraftLaminasi290;1500;800;1200000
28/10/2023;CraftLaminasi290;1000;875;875000
28/10/2023;CraftLaminasi290;1000;850;850000
28/10/2023;Dupleks310;1000;1700;1700000
29/10/2023;Ivory230;3500;800;2800000
29/10/2023;Dupleks270;2000;1400;2800000
30/10/2023;Dupleks350;1000;3000;3000000
30/10/2023;Dupleks350;3000;250;750000
30/10/2023;FoodpakMatte245;4000;1500;6000000
30/10/2023;Ivory230;1000;1350;1350000
31/10/2023;FoodpakMatte245;2000;1000;2000000
01/11/2023;Bowl650mlCIS;5000;1700;8500000
02/11/2023;Dupleks310P;1000;2250;2250000
02/11/2023;Dupleks350P;1000;2250;2250000
03/11/2023;FoodpakMatte245;1000;1600;1600000
03/11/2023;FoodpakMatte245;1000;1600;1600000
03/11/2023;Dupleks310;2000;1600;3200000
03/11/2023;Kinstruk150gsm;500;500;250000
03/11/2023;FoodpakMatte245;1000;1500;1500000
04/11/2023;Dupleks270;1000;2000;2000000
06/11/2023;Dupleks270;4000;1400;5600000
06/11/2023;GreaseProof;3500;250;875000
07/11/2023;Dupleks310Eplex;2000;1800;3600000
07/11/2023;Ivory270;1000;2500;2500000
07/11/2023;Ivory270;1000;2100;2100000
07/11/2023;Ivory270;1000;2100;2100000
07/11/2023;Ivory270;1000;2100;2100000
07/11/2023;Ivory250;1000;1500;1500000
07/11/2023;FoodpakMatte245;1000;1500;1500000
08/11/2023;Ivory230;3500;1100;3850000
08/11/2023;Foodpak260Glossy;5000;1450;7250000
09/11/2023;Dupleks350;2000;1975;3950000
09/11/2023;CraftLaminasi290;2000;1600;3200000
09/11/2023;Dupleks310;1000;1500;1500000
10/11/2023;Ivory230;1000;1400;1400000
10/11/2023;Ivory230;1000;1600;1600000
11/11/2023;Dupleks310;1000;1900;1900000
11/11/2023;Dupleks310;1000;1900;1900000
11/11/2023;Dupleks350;1000;1700;1700000
11/11/2023;Dupleks350;3500;2000;7000000
11/11/2023;Dupleks350;3500;1900;6650000
11/11/2023;Dupleks350;3000;1600;4800000
12/11/2023;Foodpak260Matte;3000;1200;3600000
13/11/2023;Dupleks350;2000;1600;3200000
14/11/2023;FoodpakGlossy;500;2650;1325000
14/11/2023;FoodpakGlossy;500;2650;1325000
14/11/2023;FoodpakGlossy;500;2650;1325000
14/11/2023;FoodpakGlossy;500;2650;1325000
14/11/2023;Dupleks270Laminating;1000;2000;2000000
14/11/2023;Ivory230;1000;1300;1300000
14/11/2023;Ivory230;1000;900;900000
15/11/2023;CraftLaminasi290;2000;800;1600000
15/11/2023;CraftLaminasi290;1500;875;1312500
15/11/2023;FoodpakMatte;1000;2200;2200000
15/11/2023;GreaseProof;1000;300;300000
